pin,taluk,city,state,isServiceable
172110,Morang(T),Kinnaur,HIMACHAL PRADESH,true
172111,Hangrang,Kinnaur,HIMACHAL PRADESH,true
172112,Hangrang,Kinnaur,HIMACHAL PRADESH,true
172113,Spiti,Lahul & Spiti,HIMACHAL PRADESH,true
172114,Spiti,Lahul & Spiti,HIMACHAL PRADESH,true
172115,Nichar,Kinnaur,HIMACHAL PRADESH,true
172116,Morang(T),Kinnaur,HIMACHAL PRADESH,true
172117,Spiti,Lahul & Spiti,HIMACHAL PRADESH,true
172118,Nichar(T),Kinnaur,HIMACHAL PRADESH,true
172201,Nirmand,Kullu,HIMACHAL PRADESH,true
173001,Nahan,Sirmaur,HIMACHAL PRADESH,true
173021,Paonta,Sirmaur,HIMACHAL PRADESH,true
173022,Paonta,Sirmaur,HIMACHAL PRADESH,true
173023,Sangarh,Sirmaur,HIMACHAL PRADESH,true
173024,Pachhad,Sirmaur,HIMACHAL PRADESH,true
173025,Paonta,Sirmaur,HIMACHAL PRADESH,true
173026,Nahan,Sirmaur,HIMACHAL PRADESH,true
173027,Paonta,Sirmaur,HIMACHAL PRADESH,true
173028,Paonta,Sirmaur,HIMACHAL PRADESH,true
173029,Paonta,Sirmaur,HIMACHAL PRADESH,true
173030,Nahan,Sirmaur,HIMACHAL PRADESH,true
173031,Poanta Sahib,Sirmaur,HIMACHAL PRADESH,true
173032,Sangah,Sirmaur,HIMACHAL PRADESH,true
173101,Pachhad,Sirmaur,HIMACHAL PRADESH,true
173104,Nohra,Sirmaur,HIMACHAL PRADESH,true
173201,,Solan,HIMACHAL PRADESH,true
173202,,Solan,HIMACHAL PRADESH,true
173204,Kasauli,Solan,HIMACHAL PRADESH,true
173205,Nalagarh,Solan,HIMACHAL PRADESH,true
173206,,Solan,HIMACHAL PRADESH,true
173207,Arki,Solan,HIMACHAL PRADESH,true
173208,Arki,Solan,HIMACHAL PRADESH,true
173209,Kasauli,Solan,HIMACHAL PRADESH,true
173210,Solan,Solan,HIMACHAL PRADESH,true
173211,Solan,Solan,HIMACHAL PRADESH,true
173212,Solan,Solan,HIMACHAL PRADESH,true
173213,Solan,Solan,HIMACHAL PRADESH,true
173214,Kasauli(T),Solan,HIMACHAL PRADESH,true
173215,Kandaghat,Solan,HIMACHAL PRADESH,true
173217,Junga,Shimla,HIMACHAL PRADESH,true
173218,Arki,Solan,HIMACHAL PRADESH,true
173220,Kasauli,Solan,HIMACHAL PRADESH,true
173221,Arki,Solan,HIMACHAL PRADESH,true
173222,Kandaghat,Solan,HIMACHAL PRADESH,true
173223,Pachhad,Sirmaur,HIMACHAL PRADESH,true
173225,,Solan,HIMACHAL PRADESH,true
173229,,Sirmaur,HIMACHAL PRADESH,true
173230,,Solan,HIMACHAL PRADESH,true
173233,,Solan,HIMACHAL PRADESH,true
173234,Kandaghat,Solan,HIMACHAL PRADESH,true
173235,Arki,Solan,HIMACHAL PRADESH,true
174001,Bilaspur,Bilaspur (HP),HIMACHAL PRADESH,true
174002,Bilaspur,Bilaspur (HP),HIMACHAL PRADESH,true
174003,Ghumarwin,Bilaspur (HP),HIMACHAL PRADESH,true
174004,Bilaspur,Bilaspur (HP),HIMACHAL PRADESH,true
174005,Blaspur,Bilaspur (HP),HIMACHAL PRADESH,true
174011,Naina Devi,Bilaspur (HP),HIMACHAL PRADESH,true
174012,Bilaspur,Bilaspur (HP),HIMACHAL PRADESH,true
174013,Bilaspur,Bilaspur (HP),HIMACHAL PRADESH,true
174015,Naina Devi,Bilaspur (HP),HIMACHAL PRADESH,true
174017,Ghumarwin,Bilaspur (HP),HIMACHAL PRADESH,true
174021,Ghuamrwin,Bilaspur (HP),HIMACHAL PRADESH,true
174023,Ghumarwin,Bilaspur (HP),HIMACHAL PRADESH,true
174024,Ghumarwin,Bilaspur (HP),HIMACHAL PRADESH,true
174026,Ghumarwin,Bilaspur (HP),HIMACHAL PRADESH,true
174027,Ghumarwin,Bilaspur (HP),HIMACHAL PRADESH,true
174028,Ghumarwin,Bilaspur (HP),HIMACHAL PRADESH,true
174029,Jhamdutta,Bilaspur (HP),HIMACHAL PRADESH,true
174030,Jhandutha,Bilaspur (HP),HIMACHAL PRADESH,true
174031,Jhanduta(T),Bilaspur (HP),HIMACHAL PRADESH,true
174032,Bilapur,Bilaspur (HP),HIMACHAL PRADESH,true
174033,Bilaspur,Bilaspur (HP),HIMACHAL PRADESH,true
174034,Jhandutha,Bilaspur (HP),HIMACHAL PRADESH,true
174035,Jhandutha,Bilaspur (HP),HIMACHAL PRADESH,true
174036,,Bilaspur (HP),HIMACHAL PRADESH,true
174101,,Solan,HIMACHAL PRADESH,true
174102,Ramsheher,Solan,HIMACHAL PRADESH,true
174103,Kasauli,Solan,HIMACHAL PRADESH,true
174201,Naina Devi,Bilaspur (HP),HIMACHAL PRADESH,true
174301,Haroli,Una,HIMACHAL PRADESH,true
174302,Amb,Una,HIMACHAL PRADESH,true
174303,Una,Una,HIMACHAL PRADESH,true
174304,Barsar,Hamirpur(HP),HIMACHAL PRADESH,true
174305,Barsar,Hamirpur(HP),HIMACHAL PRADESH,true
174306,Una,Una,HIMACHAL PRADESH,true
174307,Bangana,Una,HIMACHAL PRADESH,true
174308,Bangana,Una,HIMACHAL PRADESH,true
174309,Barsar,Hamirpur(HP),HIMACHAL PRADESH,true
174310,Ghumarwin,Bilaspur (HP),HIMACHAL PRADESH,true
174311,Bijhari,Hamirpur(HP),HIMACHAL PRADESH,true
174312,Barsar,Hamirpur(HP),HIMACHAL PRADESH,true
174314,Bangana,Una,HIMACHAL PRADESH,true
174315,Una,Una,HIMACHAL PRADESH,true
174316,Amb,Una,HIMACHAL PRADESH,true
174317,Haroli,Una,HIMACHAL PRADESH,true
174319,Amb(T),Una,HIMACHAL PRADESH,true
174320,Bangana,Una,HIMACHAL PRADESH,true
174321,Bangana,Una,HIMACHAL PRADESH,true
174405,Nadaun,Hamirpur(HP),HIMACHAL PRADESH,true
174503,Haroli,Una,HIMACHAL PRADESH,true
174505,Hamirpur,Hamirpur(HP),HIMACHAL PRADESH,true
175001,Jogindernagar,Mandi,HIMACHAL PRADESH,true
175002,Sundarnagar(T),Mandi,HIMACHAL PRADESH,true
175003,Kotli(S.T),Mandi,HIMACHAL PRADESH,true
175004,Baldwara(S.T),Mandi,HIMACHAL PRADESH,true
175005,Mandi(T),Mandi,HIMACHAL PRADESH,true
175006,Mandi(T),Mandi,HIMACHAL PRADESH,true
175007,Sarkaghat,Mandi,HIMACHAL PRADESH,true
175008,Mandi(T),Mandi,HIMACHAL PRADESH,true
175009,Karsog,Mandi,HIMACHAL PRADESH,true
175010,Karsog,Mandi,HIMACHAL PRADESH,true
175011,Karsog,Mandi,HIMACHAL PRADESH,true
175012,Joginder Nagar,Mandi,HIMACHAL PRADESH,true
175013,Baijnath,Kangra,HIMACHAL PRADESH,true
175014,Jogindernagar,Mandi,HIMACHAL PRADESH,true
175015,Jogindarnagar(T),Mandi,HIMACHAL PRADESH,true
175016,Joginder Nagar,Mandi,HIMACHAL PRADESH,true
175017,Sundarnagar(T),Mandi,HIMACHAL PRADESH,true
175018,Sundarnagar(T),Mandi,HIMACHAL PRADESH,true
175019,Sundarnagar(T),Mandi,HIMACHAL PRADESH,true
175021,Sadar,Mandi,HIMACHAL PRADESH,true
175023,Baldwara(S.T),Mandi,HIMACHAL PRADESH,true
175024,Sarkaghat,Mandi,HIMACHAL PRADESH,true
175025,Sarkaghat,Mandi,HIMACHAL PRADESH,true
175026,Sarkaghat,Mandi,HIMACHAL PRADESH,true
175027,Mandi(T),Mandi,HIMACHAL PRADESH,true
175028,Chachiot,Mandi,HIMACHAL PRADESH,true
175029,Chachiot,Mandi,HIMACHAL PRADESH,true
175030,Sundarnagar(T),Mandi,HIMACHAL PRADESH,true
175031,Nihri(S.T),Mandi,HIMACHAL PRADESH,true
175032,Jogindarnagar(T),Mandi,HIMACHAL PRADESH,true
175033,Baldwara(S.T),Mandi,HIMACHAL PRADESH,true
175034,Baldwara(S.T),Mandi,HIMACHAL PRADESH,true
175035,Thunag,Mandi,HIMACHAL PRADESH,true
175036,Mandi(T),Mandi,HIMACHAL PRADESH,true
175037,Sarkaghat(T),Mandi,HIMACHAL PRADESH,true
175038,Nihri(S.T),Mandi,HIMACHAL PRADESH,true
175039,Chachiot,Mandi,HIMACHAL PRADESH,true
175040,Dharmpur(S.T),Mandi,HIMACHAL PRADESH,true
175042,Sarkaghat,Mandi,HIMACHAL PRADESH,true
175046,Karsog,Mandi,HIMACHAL PRADESH,true
